"filename", "language", "Markdown", "HTML", "comment", "blank", "total"
"/home/omikron/Projects/odin-recipes/README.md", "Markdown", 1, 0, 0, 1, 2
"/home/omikron/Projects/odin-recipes/index.html", "HTML", 0, 12, 0, 0, 12
"/home/omikron/Projects/odin-recipes/recipes/autumn-sunset.html", "HTML", 0, 60, 0, 1, 61
"Total", "-", 1, 72, 0, 2, 75
